TITRE;GENRE;NATIONALITE;DEVIS;LANGUE;;
Minuscule - les mandibules du bout du monde;Anim;France;13 426 913,00;FR/EN;;
Momo;Fiction;France;8 721 763,00;FR/EN;;
Pearl;Fiction;France/Suisse;2 449 757,00;FR/EN;;
Slam;Fiction;Australie/France;1 872 905,00;FR/EN;;
The load;Fiction;Serbie/France/Croatie;545 348,00;FR/EN;;
Yemma;Docu;France;196 331,00;FR/EN;;
Corporate;Fiction;France;2 344 094,00;FR/EN;;
Divan du monde (Le);Docu;France;290 360,00;FR/EN;;
Madame;Fiction;France;4 867 872,00;FR/EN;;
Napalm;Docu;France;1 765 000,00;FR/EN;;
Prendre le large;Fiction;France;1 215 344,00;FR/EN;;
Yasmina fait des bails;Fiction;France;1 082 911,00;FR/EN;;
Affreux et méchants;Fiction;Italie/France;2 852 896,00;FR/EN;;
Jacques Mayol - l'homme dauphin;Docu;Grèce/France/Canada;608 050,00;FR/EN;;
CONCILE DE PIERRE (LE);Fiction;France/Allemagne/Italie;20 045 158,00;FR/EN;;
ETOILE IMAGINAIRE (L');Fiction;Italie/France/Suisse;8 005 294,00;FR/EN;;
ETRANGÈRE (L');Fiction;Italie/France;3 375 571,00;FR/EN;;
ETRANGERE (L');Fiction;France/Portugal;1 603 290,00;FR/EN;;
EXÈS;Fiction;France;664 077,00;FR/EN;;
FILLES DU BOTANISTE CHINOIS (LES);Fiction;France/Canada;3 905 872,00;FR/EN;;
HERITAGE (L');Fiction;France;1 347 350,00;FR/EN;;
JACQUOU LE CROQUANT;Fiction;France;20 311 000,00;FR/EN;;
JANEM JANEM;Fiction;Israel/France;1 661 178,00;FR/EN;;
KOMMA;Fiction;Belgique/France;1 354 597,00;FR/EN;;
NOS JOURS HEUREUX;Fiction;France;6 332 376,00;FR/EN;;
POM LE POULAIN;Fiction;Belgique/France;3 306 155,00;FR/EN;;
PRESSENTIMENT (LE);Fiction;France;2 800 516,00;FR/EN;;
TRANSPORTEUR 2 (LE);Fiction;France;24 584 460,00;FR/EN;;
VILAIN PETIT CANARD ET MOI (LE);Animation;Danemark/Allemagne/France/Irlande;5 948 761,00;FR/EN;;
AMERICAIN (L');Fiction;France/Belgique;8 371 185,00;FR/EN;;
BRODEUSES;Fiction;France;1 632 286,00;FR/EN;;
CETTE FEMME LA;Fiction;France;4 389 306,00;FR/EN;;
CONFIANCE REGNE (LA);Fiction;France;12 749 721,00;FR/EN;;
GARDIEN DE BUFFLES;Fiction;France/Belgique;955 674,00;FR/EN;;
LITTORAL;Fiction;Canada/France;2 253 400,00;FR/EN;;
MADAME EDOUARD;Fiction;France/Belgique/Luxembourg;5 025 707,00;FR/EN;;
THE D'ANIA (LE);Fiction;France;1 746 217,00;FR/EN;;
TOUJOURS TOUT DROIT;Fiction;France;263 308,00;FR/EN;;
ACCORDEUR DE TREMBLEMENTS DE TERRE (L');Fiction;Allemagne/Grande Bretagne/France;3 034 724,00;FR/EN;;
DOUCHES FROIDES;Fiction;France;1 919 305,00;FR/EN;;
FALLING INTO PARADISE;Fiction;Allemagne/France/Pays Bas/Serbie;2 395 289,00;FR/EN;;
ODEUR DU SANG (L') (L'ODORE DEL SANGUE);Fiction;Italie/France;3 016 000,00;FR/EN;;
RAVISSEUSE (LA);Fiction;France;2 174 822,00;FR/EN;;
RIVIERA;Fiction;France;3 016 927,00;FR/EN;;
UN AN;Fiction;France;1 017 311,00;FR/EN;;
UN FIL A LA PATTE;Fiction;France;4 427 082,00;FR/EN;;
VIE PRIVÉE (LA);Fiction;France;1 200 986,00;FR/EN;;
ADIEU BERTHE - L'ENTERREMENT DE MEME;Fiction;France;3 427 412,00;FR/EN;;
AMITIÉS SINCÈRES;Fiction;France;5 249 436,00;FR/EN;;
CIRCLES;Fiction;Allemagne/France/Serbie/Croatie/Slovenie;2 066 119,00;FR/EN;;
COMME UN LION;Fiction;France;1 654 474,00;FR/EN;;
DE L'AUTRE COTE DU PERIPH;Fiction;France;7 896 295,00;FR/EN;;
ÉTÉ DE GIACOMO (L');Documentaire;France/Italie/Belgique;223 766,00;FR/EN;;
MAITRE DU MONDE;Fiction;France;93 434,00;FR/EN;;
MER À BOIRE (LA);Fiction;France;7 209 793,00;FR/EN;;
MES HEROS;Fiction;France;7 865 808,00;FR/EN;;
MINCE ALORS !;Fiction;France;7 506 781,00;FR/EN;;
MON FRÈRE ROBERT;Fiction;Allemagne/France;3 312 507,00;FR/EN;;
RÊVE ET SILENCE;Fiction;Espagne/France;2 014 734,00;FR/EN;;
UNE VIE MEILLEURE;Fiction;France/Canada;5 680 099,00;FR/EN;;
AVENTURES EXTRAORDINAIRES D'ADELE BLANC-SEC (LES);Fiction;France;31 338 227,00;FR/EN;;
BANDE A BAADER (LA);Fiction;Allemagne/France/Republique Tcheque;20 280 177,00;FR/EN;;
CARMEL;Fiction;Israel/France/Italie;2 102 177,00;FR/EN;;
CHICAS;Fiction;France;6 800 627,00;FR/EN;;
CHOMSKY & CIE;Documentaire;France;330 021,00;FR/EN;;
ENSEMBLE C'EST TROP;Fiction;France;6 779 763,00;FR/EN;;
GAINSBOURG (VIE HEROÏQUE);Fiction;France;16 304 796,00;FR/EN;;
JE VOUS AIME TRES BEAUCOUP;Fiction;France;2 676 272,00;FR/EN;;
MOURIR COMME UN HOMME;Fiction;Portugal/France;1 641 749,00;FR/EN;;
NOUS RESTERONS SUR TERRE;Documentaire;France;4 723 555,00;FR/EN;;
PELLEAS ET MELISANDE LE CHANT DES AVEUGLES;Documentaire;France;359 646,00;FR/EN;;
PLUIE DU DIABLE;Documentaire;France;908 794,00;FR/EN;;
RUBBER;Fiction;France;749 341,00;FR/EN;;
SOUND OF NOISE;Fiction;Suede/France/Danemark;3 780 412,00;FR/EN;;
Ainsi squattent-ils;Docu;France;0,18;FR/EN;;
Bodybuilder;Fiction;France;4,24;FR/EN;;
Cadences obstinées;Fiction;France/Portugal;2,91;FR/EN;;
Coeur d'un père;Fiction;Russie/France;6;FR/EN;;
Delivrez-moi du mal;Fiction;France;2,88;FR/EN;;
Generation Mitterrand;Fiction;France;4,25;FR/EN;;
Heures creuses (Les);Fiction;Mexique/France;0,71;FR/EN;;
Lazar;Fiction;Macédoine/Bulgarie/Croatie/France;1,08;FR/EN;;
Liste de mes envies (La);Fiction;France;7,3;FR/EN;;
Silence du père (Le);Fiction;Maroc/France;0,85;FR/EN;;
Sud eau nord déplacer;Docu;France;0,47;FR/EN;;
ARMEE DU SALUT (L');Fiction;France/Suisse;1 148 466,00;FR/EN;;
ATTENTAT (L');Fiction;France/Belgique;2 485 563,00;FR/EN;;
CHASSE AU SNARK (LA);Documentaire;France;237 026,00;FR/EN;;
CONFRERIE DES LARMES (LA);Fiction;France/Luxembourg/Belgique;5 508 276,00;FR/EN;;
OUTREAU, L'AUTRE VERITE;Documentaire;France;235 510,00;FR/EN;;
PAS TRES NORMALES ACTIVITES;Fiction;France;2 309 317,00;FR/EN;;
REALITE;Fiction;France;1 796 912,00;FR/EN;;
RENCONTRES D'APRES MINUIT (LES);Fiction;France;1 320 109,00;FR/EN;;
SŒURS QUISPE (LES);Fiction;Chili/France/Argentine;624 600,00;FR/EN;;
UN P'TIT GARS DE MENILMONTANT;Fiction;France;2 383 976,00;FR/EN;;
VANDAL;Fiction;France/Belgique;2 365 267,00;FR/EN;;
CHANTS DE MANDRIN (LES);Fiction;France;2 123 433,00;FR/EN;;
COMMISSARIAT;Documentaire;France;274 231,00;FR/EN;;
FALLING FROM EARTH;Fiction;Liban/France;388 479,00;FR/EN;;
HOLLYWOO;Fiction;France;15 948 941,00;FR/EN;;
LIVIDE;Fiction;France;2 390 005,00;FR/EN;;
PARADIS PERDU;Fiction;France/Belgique;1 750 062,00;FR/EN;;
PREMIER HOMME (LE);Fiction;France/Italie/Algerie;10 308 922,00;FR/EN;;
ROCK THE KASBAH;Fiction;Israel/France;1 165 070,00;FR/EN;;
HOME;Fiction;France/Suisse/Belgique;5 512 497,00;FR/EN;;
IL Y A LONGTEMPS QUE JE T'AIME;Fiction;France/Allemagne;6 451 858,00;FR/EN;;
INJU, LA BÊTE DANS L'OMBRE;Fiction;France;11 928 634,00;FR/EN;;
INTRUSIONS;Fiction;France;2 806 458,00;FR/EN;;
PARIS;Fiction;France;13 065 438,00;FR/EN;;
PORTE PAROLE (LE);Documentaire;France;616 907,00;FR/EN;;
VILAINE;Fiction;France;3 605 583,00;FR/EN;;
VINYAN;Fiction;Grande Bretagne/France/Belgique;4 099 156,00;FR/EN;;
ACTRICES;Fiction;France;4 251 648,00;FR/EN;;
BELLE TOUJOURS;Fiction;Portugal/France;1 947 111,00;FR/EN;;
BIG CITY;Fiction;France/Bulgarie/Belgique;14 419 082,00;FR/EN;;
FILS DE L'ÉPICIER (LE);Fiction;France;1 471 594,00;FR/EN;;
HELLPHONE;Fiction;France;7 462 304,00;FR/EN;;
HÉROS;Fiction;France;2 654 082,00;FR/EN;;
MAISON (LA);Fiction;France;4 015 712,00;FR/EN;;
Chaises musicales (Les);Fiction;France;2,8;FR/EN;;
Envers du décor (L');Docu;France/Serbie;0,35;FR/EN;;
Jamais de la vie !;Fiction;France;3,51;FR/EN;;
Lamb;Fiction;France/Allemagne;1,34;FR/EN;;
Microbe et gasoil;Fiction;France;4;FR/EN;;
Notre fils;Fiction;France;3,98;FR/EN;;
BARONS (LES);Fiction;Belgique/France;1 982 670,00;FR/EN;;
EYES OF WAR;Fiction;Irlande/France/Espagne;9 004 342,00;FR/EN;;
MISSIONNAIRE (LE);Fiction;France;9 410 474,00;FR/EN;;
POUR UN FILS;Fiction;France/Belgique;2 427 899,00;FR/EN;;
SAINTE VICTOIRE (LA);Fiction;France;8 634 034,00;FR/EN;;
VIE AU RANCH (LA);Fiction;France;450 738,00;FR/EN;;
3000 nuits;Fiction;Liban/France;1056159;FR/EN;;
Athènes, les éclats;Docu;France/Grèce;177455;FR/EN;;
Comment c'est loin;Fiction;France;2224697;FR/EN;;
Demain;Docu;France;1260551;FR/EN;;
Demain et tous les autres jours;Fiction;France;6926566;FR/EN;;
Dormez petites merveilles, il fera jour demain;Docu;Italie/France;481615;FR/EN;;
Dos rouge (Le);Fiction;France;192310;FR/EN;;
Economie du couple (l');Fiction;Belgique/France;3998808;FR/EN;;
Fantôme de Canterville (Le);Fiction;France/Belgique;12399453;FR/EN;;
Five;Fiction;France;5740850;FR/EN;;
Humour à mort (L');Docu;France;640893;FR/EN;;
Much Loved;Fiction;France/Maroc;661472;FR/EN;;
Règle du jeu (La);Fiction;France;136499;FR/EN;;
Un jour mon prince;Fiction;France/Canada;2285774;FR/EN;;
Venise sous la neige;Fiction;France;1853887;FR/EN;;
A nos pères;Fiction;France;916 490,00;FR/EN;;
Breathe;Docu;France;209 922,00;FR/EN;;
Debout sur la montagne;Fiction;France;2 081 929,00;FR/EN;;
Fille au bracelet (La);Fiction;France/Belgique;3 331 845,00;FR/EN;;
Footeuses (Les);Fiction;France;8 644 361,00;FR/EN;;
Invisibles (Les);Fiction;France;4 463 033,00;FR/EN;;
Play;Fiction;France;7 880 643,00;FR/EN;;
Poissonsexe;Fiction;France/Belgique;2 179 765,00;FR/EN;;
Sibyl;Fiction;France;6 274 527,00;FR/EN;;
Silvio et les autres;Fiction;Italie/France;19 121 590,00;FR/EN;;
Viaje alrededor del cuarto de una madre;Fiction;Espagne/France;1 000 000,00;FR/EN;;
Bergman : Testament d'un génie;Docu;Allemagne/France;931 549,00;FR/EN;;
Ch'tite famille (La);Fiction;France;26 839 559,00;FR/EN;;
Des bobines et des hommes;Docu;France;213 740,00;FR/EN;;
El Reino;Fiction;Espagne/France;3 330 480,00;FR/EN;;
La surface de réparation;Fiction;France;2 518 199,00;FR/EN;;
Nanouk;Fiction;Bulgarie/Allemagne/France;1 536 289,00;FR/EN;;
Art d'accomoder les restes (L');Fiction;France;954 796,00;FR/EN;;
Gaspard va au mariage;Fiction;France;3 070 803,00;FR/EN;;
Grand bal (Le);Docu;France;640 880,00;FR/EN;;
K.O.;Fiction;France;6 058 582,00;FR/EN;;
Ladies;Fiction;France;5 791 143,00;FR/EN;;
Maryline;Fiction;France;7 814 653,00;FR/EN;;
Merci patron !;Docu;France;168 133,00;FR/EN;;
Numéro une;Fiction;France;6 302 900,00;FR/EN;;
Semeur (Le);Fiction;France/Belgique;2 684 416,00;FR/EN;;
Willy 1 er;Fiction;France;676 734,00;FR/EN;;
Mobiles Homes;Fiction;Canada/France;2 805 705,00;FR/EN;;
C'EST BEAU UNE VILLE LA NUIT;Fiction;France/Canada;2 400 000,00;FR/EN;;
DESACCORD PARFAIT;Fiction;France/Grande Bretagne/Roumanie;7 963 147,00;FR/EN;;
ECOLE POUR TOUS (L');Fiction;France;3 989 000,00;FR/EN;;
EMPREINTE DE LA MORT (L');Fiction;Grande Bretagne/Allemagne/France/Afrique Du Sud;18 479 270,00;FR/EN;;
INDIGÈNES;Fiction;France/Belgique;14 475 958,00;FR/EN;;
MIRACLE SELON SALOME (LE);Fiction;Portugal/France;1 662 547,00;FR/EN;;
PARFUM (LE);Fiction;Allemagne/Espagne/France;49 515 804,00;FR/EN;;
COMME UNE ETOILE DANS LA NUIT;Fiction;France;1 056 953,00;FR/EN;;
DAS VATERSPIEL;Fiction;Allemagne/Autriche/France;4 517 500,00;FR/EN;;
INSEPARABLES (LES);Fiction;France;2 131 240,00;FR/EN;;
JEUNE FILLE ET LES LOUPS (LA);Fiction;France;15 095 645,00;FR/EN;;
TROISIÈME PARTIE DU MONDE (LA);Fiction;France;1 384 417,00;FR/EN;;
ANGEL;Fiction;Grande Bretagne/France/Belgique;14 919 130,00;FR/EN;;
CHANGEMENT D'ADRESSE;Fiction;France;767 781,00;FR/EN;;
CHRYSALIS;Fiction;France;8 761 943,00;FR/EN;;
MOME (LA);Fiction;France/Republique Tcheque/Grande Bretagne;20 757 242,00;FR/EN;;
PRIX À PAYER (LE);Fiction;France;12 146 685,00;FR/EN;;
VÉRITÉS;Fiction;Israel/France;2 181 902,00;FR/EN;;
57000 KM ENTRE NOUS;Fiction;France;329 892,00;FR/EN;;
CHEMIN NOIR (LE);Documentaire;France;508 702,00;FR/EN;;
FEMME INVISIBLE (LA);Fiction;France;2 192 870,00;FR/EN;;
WELCOME;Fiction;France;9 338 436,00;FR/EN;;
ANTIDOTE (L');Fiction;France;14 172 917,00;FR/EN;;
MANDERLAY;Fiction;Danemark/Suede/France/Grande Bretagne/Allemagne/Pays Bas;11 673 152,00;FR/EN;;
DISPARUES;Documentaire;France;787 249,00;FR/EN;;
SALTIMBANK;Fiction;France;566 420,00;FR/EN;;
ART DE LA FUGUE (L');Fiction;France;2 728 621,00;FR/EN;;
ASTERIX ET LE DOMAINE DES DIEUX;Animation;France/Belgique;31 031 499,00;FR/EN;;
AVANT L'HIVER;Fiction;France/Luxembourg;7 992 570,00;FR/EN;;
AVISEUR (L');Fiction;Canada/France;19 842 472,00;FR/EN;;
BANDE DES JOTAS (LA);Fiction;France;83 347,00;FR/EN;;
BRADDOCK AMERICA;Documentaire;France;479 664,00;FR/EN;;
DEAD MAN TALKING;Fiction;Belgique/Luxembourg/France;3 163 059,00;FR/EN;;
ECUME DES JOURS (L');Fiction;France/Belgique;20 995 556,00;FR/EN;;
MARIUS;Fiction;France;7 686 959,00;FR/EN;;
MES SEANCES DE LUTTE;Fiction;France;1 232 732,00;FR/EN;;
MINUSCULE;Animation;France/Belgique;10 150 885,00;FR/EN;;
SUR LE CHEMIN DE L'ECOLE;Documentaire;France;2 284 389,00;FR/EN;;
TEMPS DE L'AVENTURE (LE);Fiction;France/Belgique/Irlande;3 578 698,00;FR/EN;;
UNE AUTRE VIE;Fiction;France;3 216 194,00;FR/EN;;
VIE DOMESTIQUE (LA);Fiction;France;2 911 254,00;FR/EN;;
Y'A PIRE AILLEURS;Documentaire;France;332 609,00;FR/EN;;
A.C.A.B. (ALL COPS ARE BASTARDS);Fiction;Italie/France;4 505 000,00;FR/EN;;
AU GALOP;Fiction;France;2 219 387,00;FR/EN;;
CE QUE LE JOUR DOIT À LA NUIT;Fiction;France;13 171 459,00;FR/EN;;
DE L'USAGE DU SEXTOY EN TEMPS DE CRISE;Fiction;France;1 083 314,00;FR/EN;;
EL MUERTO;Fiction;Espagne/France;1 489 735,00;FR/EN;;
ONCLE CHARLES (L');Fiction;France;11 321 851,00;FR/EN;;
PARIS-MANHATTAN;Fiction;France;5 328 048,00;FR/EN;;
PAYS RÊVÉ;Documentaire;France;321 484,00;FR/EN;;
TU HONORERAS TA MÈRE ET TA MÈRE;Fiction;France;3 996 267,00;FR/EN;;
AU FOND DES BOIS;Fiction;France/Allemagne;3 962 750,00;FR/EN;;
CRAZY HORSE;Documentaire;France;870 927,00;FR/EN;;
IMOGENE MCCARTHERY;Fiction;France;16 612 667,00;FR/EN;;
NOIR OCEAN;Fiction;Belgique/France/Allemagne;2 815 885,00;FR/EN;;
NUITS DE SISTER WELSH (LES);Fiction;France;1 572 431,00;FR/EN;;
OSCAR ET LA DAME EN ROSE;Fiction;France/Belgique/Canada;9 356 914,00;FR/EN;;
PAULINE ET FRANCOIS;Fiction;France;1 602 155,00;FR/EN;;
TEMOIN INDESIRABLE;Documentaire;France;378 836,00;FR/EN;;
UNE PETITE ZONE DE TURBULENCES;Fiction;France;9 790 392,00;FR/EN;;
YVES SAINT LAURENT - PIERRE BERGE, L'AMOUR FOU;Documentaire;France;2 213 897,00;FR/EN;;
AMOURS SECRETES (LES);Fiction;France;937 635,00;FR/EN;;
ANGE DU MAL (L');Fiction;Italie/France;7 000 000,00;FR/EN;;
CROSSDRESSER;Documentaire;France;155 260,00;FR/EN;;
DES JEUNES GENS MODERNES;Documentaire;France;815 248,00;FR/EN;;
EVA;Fiction;Espagne/France;4 535 724,00;FR/EN;;
MIKE;Fiction;France;2 097 034,00;FR/EN;;
MON POTE;Fiction;France;7 428 905,00;FR/EN;;
REPUBLIQUE DES ENFANTS (LA);Fiction;France/Portugal/Allemagne;2 425 361,00;FR/EN;;
SUR LA PLANCHE;Fiction;Maroc/France;1 029 250,00;FR/EN;;
TEHERAN;Fiction;France;146 632,00;FR/EN;;
VOIR LA MER;Fiction;France;3 612 302,00;FR/EN;;
Angélique;Fiction;France;1,79;FR/EN;;
Brick mansions;Fiction;Canada/France;20,36;FR/EN;;
Elle s'en va;Fiction;France;5,95;FR/EN;;
On est vivants;Docu;France/Belgique;0,55;FR/EN;;
Orage;Fiction;France;2,41;FR/EN;;
Patria obscura;Docu;France;0,24;FR/EN;;
SMS;Fiction;France;7,93;FR/EN;;
Trois Frères le retour (Les);Fiction;France;9,68;FR/EN;;
Xenia;Fiction;Grèce/France/Belgique;1,63;FR/EN;;
Altamira;Fiction;Esp/France;8000247;FR/EN;;
Docteur jack;Docu;Suisse/France;568004;FR/EN;;
Gang des Antillais (Le);Fiction;France;2062152;FR/EN;;
Jeunesse;Fiction;France/Portugal;1757333;FR/EN;;
Ma loute;Fiction;France/Allemagne;7209690;FR/EN;;
Mauvais œil;Fiction;France;1852527;FR/EN;;
The Other Side;Docu;France/Italie;530417;FR/EN;;
Troisième partie de la Gaule (La);Docu;France;293443;FR/EN;;
Vie pure (La);Fiction;France;988064;FR/EN;;
Everything will be fine;Fiction;Allemagne/Canada/Suède/France;8,5;FR/EN;;
Montagne magique (La);Anim;Roumanie/Pologne/France;0,87;FR/EN;;
Paris of the North;Fiction;Islande/Danemark/France;1,35;FR/EN;;
Trois soeurs du Yunnan (Les);Docu;France;0,13;FR/EN;;
Un pas de côté;Docu;France;0,16;FR/EN;;
Une jeunesse allemande;Docu;France/Suisse/Allemagne;0,87;FR/EN;;
ADOPTES (LES);Fiction;France;3 989 768,00;FR/EN;;
ENTRE NOS MAINS;Documentaire;France;516 184,00;FR/EN;;
ET SOUDAIN, TOUT LE MONDE ME MANQUE;Fiction;France;6 300 866,00;FR/EN;;
FACE IN THE CROWD;Fiction;Canada/France;10 028 996,00;FR/EN;;
ICI-BAS;Fiction;France;2 980 556,00;FR/EN;;
INSOMNIAQUES (LES);Fiction;France;279 992,00;FR/EN;;
KEEP SMILING;Fiction;Georgie/France/Luxembourg;506 723,00;FR/EN;;
MALADIE DU SOMMEIL (LA);Fiction;Allemagne/France;2 147 401,00;FR/EN;;
SKYLAB (LE);Fiction;France;4 872 701,00;FR/EN;;
TROIS FOIS 20 ANS;Fiction;France/Belgique/Grande Bretagne;3 747 782,00;FR/EN;;
UN AMOUR DE JEUNESSE;Fiction;France/Allemagne;4 084 931,00;FR/EN;;
UN BAISER PAPILLON;Fiction;France;6 099 929,00;FR/EN;;
Bande de filles;Fiction;France;2,97;FR/EN;;
Beau Monde (Le);Fiction;France;3,1;FR/EN;;
Bici;Fiction;Belgique/France;2,61;FR/EN;;
Elle l'aime, elle l'adore;Fiction;France;6,49;FR/EN;;
Gaz de France;Fiction;France;0,82;FR/EN;;
Lumières de l'Europe (Les);Fiction;France;1,22;FR/EN;;
Morale de l'histoire (La);Fiction;France;3,44;FR/EN;;
Parenthèse;Fiction;France;0,54;FR/EN;;
Qui vive;Fiction;France;1,49;FR/EN;;
Règle du jeu (La);Docu;France;0,48;FR/EN;;
Rengaine;Fiction;France;0,2;FR/EN;;
Retour à Ithaque;Fiction;France;1,22;FR/EN;;
Venise sous la neige;Fiction;France;0,96;FR/EN;;
CAMELEON (LE);Fiction;France;6 801 288,00;FR/EN;;
CARNE DE NEON;Fiction;Espagne/Argentine/France/Suede;3 000 064,00;FR/EN;;
CLE DES CHAMPS (LA);Fiction;France;5 805 330,00;FR/EN;;
CRIME D'AMOUR;Fiction;France;6 968 084,00;FR/EN;;
DERNIER VOL (LE);Fiction;France;12 304 758,00;FR/EN;;
EPEE ET LA ROSE (L');Fiction;Portugal/Allemagne/France;931 750,00;FR/EN;;
ITALIEN (L');Fiction;France;9 740 042,00;FR/EN;;
NOTRE JOUR VIENDRA;Fiction;France;3 004 855,00;FR/EN;;
SIFFLEUR (LE);Fiction;France;8 495 118,00;FR/EN;;
TOURNEE;Fiction;France/Allemagne;3 515 910,00;FR/EN;;
VENUS NOIRE;Fiction;France/Italie;12 728 100,00;FR/EN;;
Adolescente (L');Docu;France;1258055;FR/EN;;
Cité muette (La);Docu;France;87408;FR/EN;;
Cruel;Fiction;France;321340;FR/EN;;
En attache;Docu;France;634351;FR/EN;;
Hhhh;Fiction;France;27801467;FR/EN;;
Marie et les naufragés;Fiction;France;1797294;FR/EN;;
Pension complète;Fiction;France;13077852;FR/EN;;
Ppp. meurtre d'un poete;Fiction;Italie/France;2550000;FR/EN;;
Prunelle de mes yeux (La);Fiction;France;1864073;FR/EN;;
Rester vertical;Fiction;France;3745246;FR/EN;;
Taularde;Fiction;France/Belgique;2707151;FR/EN;;
The Man who Loved Women;Docu;France;480740;FR/EN;;
AKA JIMMY PICARD;Fiction;France;11 722 418,00;FR/EN;;
BANGKOK RENAISSANCE;Fiction;France;896 596,00;FR/EN;;
CASSE-TETE CHINOIS;Fiction;France/Belgique;17 292 000,00;FR/EN;;
EQUILIBRISTES (LES);Fiction;Italie/France;2 504 742,00;FR/EN;;
GRIGRIS;Fiction;France;2 742 094,00;FR/EN;;
IL ETAIT UNE FORET;Documentaire;France;6 471 467,00;FR/EN;;
RETOUR A BEYROUTH;Documentaire;France/Suisse/Israel;565 080,00;FR/EN;;
SAMMY 2;Animation;Belgique/France/Italie;25 000 000,00;FR/EN;;
UNE PLACE SUR LA TERRE;Fiction;France/Belgique;3 989 377,00;FR/EN;;
VANITES;Fiction;France;516 954,00;FR/EN;;
VIVE LA FRANCE;Fiction;France;16 002 042,00;FR/EN;;
BASSE NORMANDIE;Fiction;France;1 002 037,00;FR/EN;;
COUT DE LA VIE (LE);Fiction;France;5 306 500,00;FR/EN;;
DELATION SOUS L'OCCUPATION (LA);Documentaire;France;328 356,00;FR/EN;;
ENNEMI NATUREL (L');Fiction;France/Grande Bretagne;2 490 480,00;FR/EN;;
GRAND VOYAGE (LE);Fiction;France/Maroc;2 600 000,00;FR/EN;;
MON PERE EST INGENIEUR;Fiction;France;3 829 648,00;FR/EN;;
NEG MARON;Fiction;France;2 029 639,00;FR/EN;;
NOS AMIS LES FLICS;Fiction;France;9 275 286,00;FR/EN;;
STORMY WEATHER;Fiction;France/Belgique/Islande;2 156 020,00;FR/EN;;
UNE VISITE AU LOUVRE;Documentaire;France;330 200,00;FR/EN;;
AMOUR A SES RAISONS… (L');Fiction;Italie/France;9 383 331,00;FR/EN;;
DEMAIN ?;Fiction;France/Portugal;1 408 500,00;FR/EN;;
ESCALE (L');Documentaire;Suisse/France;723 157,00;FR/EN;;
GOODBYE MOROCCO;Fiction;France/Belgique;2 899 979,00;FR/EN;;
GUERRE DES BOUTONS (LA);Fiction;France;12 690 638,00;FR/EN;;
INFIDÈLES (LES);Fiction;France;12 014 679,00;FR/EN;;
NOIR (TE) VOUS VA SI BIEN (LE);Fiction;France;2 220 481,00;FR/EN;;
PSEUDONYM;Fiction;France;971 854,00;FR/EN;;
TU SERAS UN HOMME;Fiction;France;324 751,00;FR/EN;;
Ange et Gabrielle;Fiction;France;6,86;FR/EN;;
Belle et Sébastien la suite;Fiction;France;13,91;FR/EN;;
Et ta sœur ?;Fiction;France;3,41;FR/EN;;
Famille Bélier (La);Fiction;France/Belgique;10,96;FR/EN;;
Grain;Fiction;Turquie/Allemagne/France/Suède;5,89;FR/EN;;
Swim little fish swim;Fiction;France;0,28;FR/EN;;
Un vrai faussaire;Docu;France;0,39;FR/EN;;
Une mère;Fiction;France;2,45;FR/EN;;
Vanité (La);Fiction;Suisse/France;1,6;FR/EN;;
ADIEU GARY;Fiction;France;3 007 346,00;FR/EN;;
APPEL DES ARENES (L');Fiction;France;847 440,00;FR/EN;;
JOUR OU DIEU EST PARTI EN VOYAGE (LE);Fiction;France/Belgique;1 900 484,00;FR/EN;;
QUELQUE CHOSE A TE DIRE;Fiction;France;9 033 977,00;FR/EN;;
RUBAN BLANC (LE);Fiction;Allemagne/France/Autriche/Italie;12 969 898,00;FR/EN;;
TABARLY;Documentaire;France;2 100 842,00;FR/EN;;
THE GOOD HEART;Fiction;Islande/Danemark/France;2 881 088,00;FR/EN;;
UNE AFFAIRE D'ETAT;Fiction;France;4 677 582,00;FR/EN;;
Amis des amis (Les);Fiction;France;2 455 630,00;FR/EN;;
Beauté du geste (La);Docu;France;408 522,00;FR/EN;;
Choix d'Ali (Le);Fiction;France/Algérie;353 875,00;FR/EN;;
Ciel étoilé au-dessus de ma tête (Le);Fiction;France;209 817,00;FR/EN;;
Histoire d'un regard;Docu;France;544 730,00;FR/EN;;
Laurence;Docu;France;366 070,00;FR/EN;;
Marche des loups (La);Docu;France;890 131,00;FR/EN;;
Persona non grata;Fiction;France;3 408 257,00;FR/EN;;
Roubaix, une lumière;Fiction;France;3 841 106,00;FR/EN;;
Tous les dieux du ciel;Fiction;France;656 510,00;FR/EN;;
